WORDBLOCKNUMBER	WORDTEXT	WORDTYPE	WORDROLE
10388	Oretic	0	4
10389	eskabarb	0	4
10389	luminal	0	4
10389	phenobarbital	0	4
10389	phenobarbitone	0	4
10389	phenylethylbarbituric acid	0	4
10390	eskadiazine	0	4
10390	SDZ	3	4
10390	sulfadiazine	0	4
10391	eskalith	0	4
10391	lithane	0	4
10391	lithium carbonate	0	4
10392	estinyl	0	4
10392	ethinyl estradiol	0	4
10392	Feminone	0	4
10392	Lynoral	0	4
10393	estival	0	0
10393	summer	0	0
10394	estolate	0	4
10394	propionate lauryl sulfate	0	4
10395	estrace	0	4
10395	estradiol	0	4
10395	Progynon	0	4
10396	estrone	0	4
10396	Estrugenone	0	4
10396	folliculin	0	4
10396	Menagen	0	4
10396	Menformon	0	4
10396	Theelin	0	4
10400	ethambutol hydrochloride	0	4
10400	Myambutol	0	4
10402	ethanolamine	0	4
10402	olamine	0	4
10403	ethchlorvynol	0	4
10403	Placidyl	0	4
10405	ethinamate	0	4
10405	Valmid	0	4
10406	ethinyl trichloride	0	4
10406	TCE	3	4
10406	trichloroethylene	0	4
10406	Trilene	0	4
10407	ethiodized oil	0	4
10407	Ethiodol	0	4
10409	ethopropazine hydrochloride	0	4
10409	Parsidol	0	4
10410	ethosuximide	0	4
10410	Zarontin	0	4
10411	ethotoin	0	4
10411	Peganone	0	4
10413	ethyl carbamate	0	4
10413	urethan	0	4
10414	ethyl chloride	0	4
10414	Kelene	0	4
10415	ethylene	0	4
10415	olefiant gas	0	4
10416	ethylestrenol	0	4
10416	Maxibolin	0	4
10420	euthroid	0	4
10420	liothrix	0	4
10421	eutonyl	0	4
10421	pargyline hydrochloride	0	4
10422	evening	0	0
10422	vesperal	0	0
10423	exanthem	0	4
10423	exanthema	0	4
10424	excise	0	5
10424	exsect	0	5
10425	excision	0	4
10425	exsection	0	4
10427	exogenetic	0	1
10427	exogenic	0	1
10427	exogenous	0	1
10428	exophthalmos	0	4
10428	ophthalmoptosis	0	4
10429	expander	0	0
10429	extender	0	0
10430	extracorporal	0	1
10430	extracorporeal	0	1
10432	extrasystole	0	4
10432	premature beat	0	4
10433	eye	0	0
10433	ocular	0	0
10433	ophthalmic	0	0
10433	optic	0	0
10434	eyebrow	0	0
10434	superciliary	0	0
10435	facial paralysis	0	0
10435	prosopoplegic	0	0
10436	faint	0	4
10436	swoon	0	4
10436	syncope	0	4
10437	falcate	0	1
10437	falciform	0	1
10438	false paralysis	0	4
10438	pseudoparalysis	0	4
10439	farsighted	0	1
10439	hyperopic	0	1
10440	farsightedness	0	4
10440	hypermetropia	0	4
10440	hyperopia	0	4
10441	fatty tumor	0	4
10441	lipoma	0	4
10442	faveolus	0	4
10442	foveola	0	4
10443	febrile	0	0
10443	fever	0	0
10443	pyrectic	0	0
10443	pyretic	0	0
10444	feces	0	0
10444	scatologic	0	0
10445	feel	0	5
10445	palpate	0	5
10446	felon	0	4
10446	finger cellulitis	0	4
10447	femoral	0	0
10447	thigh	0	0
10448	fenfluramine hydrochloride	0	4
10448	Pondimin	0	4
10449	fenoprofen calcium	0	4
10449	Nalfon	0	4
10450	fentanyl citrate	0	4
10450	Sublimaze	0	4
10451	feosol	0	4
10451	ferinsol	0	4
10451	Fer-In-Sol	0	4
10451	ferrous sulfate	0	4
10451	Fesotyme	0	4
10451	moliron	0	4
10451	Mol-Iron	0	4
10452	fergon	0	4
10452	ferrous gluconate	0	4
10452	glucoferrum	0	4
10452	Gluco-Ferrum	0	4
10452	Nionate	0	4
10453	fermentation	0	0
10453	zymogenic	0	0
10454	ferrous fumarate	0	4
10454	Fumiron	0	4
10454	Ircon	0	4
10455	FG	3	4
10455	fibrinogen	0	4
10455	Parenogen	0	4
10456	fibrinogenase	0	4
10456	thrombase	0	4
10456	thrombin	0	4
10457	fibrinokinase	0	4
10457	tissue activator	0	4
10458	fibrinolysin	0	4
10458	Thrombolysin	0	4
10459	fibrofascitis	0	4
10459	fibrositis	0	4
10459	muscular rheumatism	0	4
10459	rheumatoid myositis	0	4
10460	fibromyoma	0	4
10460	leiomyoma	0	4
10461	fibromyositis	0	4
10461	inomyositis	0	4
10462	fibroneuroma	0	4
10462	neurofibroma	0	4
10463	fibula	0	0
10463	peroneal	0	0
10464	filter	0	5
10464	strain	0	5
10465	fissure	0	0
10465	rictal	0	0
10466	flagyl	0	4
10466	metronidazole	0	4
10467	flavoxate hydrochloride	0	4
10467	Urispas	0	4
10468	flaxedil	0	4
10468	gallamine triethiodide	0	4
10469	flexible	0	1
10469	flexile	0	1
10470	floridin	0	4
10470	fullers earth	0	4
10470	fuller's earth	0	4
10471	florinef	0	4
10471	fludrocortisone acetate	0	4
10472	floropryl	0	4
10472	isoflurophate	0	4
10473	floxacillin	0	4
10473	flucloxacillin	0	4
10474	fluax	0	4
10474	fluimune	0	4
10474	Flu-Imune	0	4
10474	fluogen	0	4
10474	influenza virus vaccine	0	4
10474	Zonomune	0	4
10475	flucort	0	4
10475	flumethasone	0	4
10476	flumethasone pivalate	0	4
10476	Locorten	0	4
10477	fluocinolone acetonide	0	4
10477	Fluonid	0	4
10477	Synalar	0	4
10477	Synemol	0	4
10478	fluocinonide	0	4
10478	Lidex	0	4
10478	Topsyn	0	4
10480	fluoromar	0	4
10480	fluroxene	0	4
10481	fluorometholone	0	4
10481	Oxylone	0	4
10482	fluothane	0	4
10482	halothane	0	4
10483	fluoxymesterone	0	4
10483	Halotestin	0	4
10483	oratestryl	0	4
10483	Ora-Testryl	0	4
10484	fluphenazine hydrochloride	0	4
10484	Permitil	0	4
10484	Prolixin	0	4
10485	flurothyl	0	4
10485	Indoklon	0	4
10486	folic acid	0	4
10486	Folvite	0	4
10487	foot	0	6
10487	ft	3	6
10488	forebrain	0	4
10488	proencephalon	0	4
10488	prosencephalon	0	4
10489	forehead	0	0
10489	frontal	0	0
10490	form	0	4
10490	forme	0	4
10491	formation	0	0
10491	morphotic	0	0
10492	formin	0	4
10492	methenamine	0	4
10492	Uritone	0	4
10492	Urotropin	0	4
10495	foudroyant	0	1
10495	fulminant	0	1
10496	foot	0	0
10496	pedal	0	0
10497	freshen	0	5
10497	refresh	0	5
10498	fructose	0	4
10498	Levugen	0	4
10498	levulose	0	4
10499	fuadin	0	4
10499	stibophen	0	4
10500	fugu toxin	0	4
10500	TD	3	4
10500	tetrodotoxin	0	4
10500	TTX	3	4
10501	fulvicin	0	4
10501	grifulvin	0	4
10501	grisactin	0	4
10501	griseofulvin	0	4
10501	grispeg	0	4
10501	Gris-PEG	0	4
10502	funicle	0	4
10502	funiculus	0	4
10503	furacin	0	4
10503	nitrofurazone	0	4
10504	furaspor	0	4
10504	nitrofurfuryl methyl ether	0	4
10505	furazolidone	0	4
10505	Furoxone	0	4
10505	Tricofuron	0	4
10506	furosemide	0	4
10506	fursemide	0	4
10506	Lasix	0	4
10507	gag	0	5
10507	retch	0	5
10508	galactic	0	0
10508	lacteal	0	0
10508	lactic	0	0
10508	milk	0	0
10509	gale	0	4
10509	scabies	0	4
10510	gamastan	0	4
10510	gammagee	0	4
10510	gamulin	0	4
10510	immune human serum globulin	0	4
10512	gamulin rh	0	4
10512	hyprhod	0	4
10512	HypRho-D	0	4
10512	Rh0(D) immune serum globulin	0	4
10512	rh0d immune serum globulin	0	4
10514	gangliocytoma	0	4
10514	ganglioglioneuroma	0	4
10514	ganglioneurofibroma	0	4
10514	ganglioneuroma	0	4
10516	gantanol	0	4
10516	SMX	3	4
10516	sulfamethoxazole	0	4
10517	gantrisin	0	4
10517	sulfafurazole	0	4
10517	sulfisoxazole	0	4
10518	garamycin	0	4
10518	gentamicin sulfate	0	4
10519	garymicin	0	4
10519	gentamicin	0	4
10520	gaseous	0	1
10520	gasiform	0	1
10522	gastric	0	2
10522	stomach	0	2
10523	gastrografin	0	4
10523	meglumine diatrizoate	0	4
10524	gastroptosis	0	4
10524	ventroptosis	0	4
10525	gelastic	0	0
10525	laughter	0	0
10526	gemellary	0	0
10526	twin	0	0
10527	gemonil	0	4
10527	metharbital	0	4
10528	generation	0	0
10528	genesial	0	0
10528	genesic	0	0
10529	genicular	0	0
10529	knee	0	0
10530	genitocrural	0	1
10530	genitofemoral	0	1
10532	gerontal	0	0
10532	OA	3	0
10532	old age	0	0
10532	senile	0	0
10533	gid	0	4
10533	sturdy	0	4
10534	gingivalgia	0	4
10534	ulalgia	0	4
10536	gitaligin	0	4
10536	gitalin	0	4
10537	globus pallidum	0	0
10537	pallidal	0	0
10538	glossal	0	0
10538	glottic	0	0
10538	lingual	0	0
10538	tongue	0	0
10539	gluceptate	0	4
10539	glucoheptonate	0	4
10540	glyceryl trinitrate	0	4
10540	nitroglycerin	0	4
10540	Nitroglyn	0	4
10540	Nitrol	0	4
10540	Nitrostat	0	4
10540	Nitrovas	0	4
10540	trinitrin	0	4
10541	glycoclastic	0	1
10541	glycolytic	0	1
10542	glycopyrrolate	0	4
10542	Robinul	0	4
10543	glytheonate	0	4
10543	synophylate	0	4
10543	theoglycinate	0	4
10543	theophylline sodium glycinate	0	4
10544	goiter	0	4
10544	struma	0	4
10545	gold sodium thiomalate	0	4
10545	Myochrysine	0	4
10546	granular conjunctivitis	0	4
10546	trachoma	0	4
10547	great toe	0	0
10547	hallucal	0	0
10548	groin	0	0
10548	inquinal	0	0
10549	guaifenesin	0	4
10549	Robitussin	0	4
10550	guanethidine sulfate	0	4
10550	Ismelin	0	4
10551	gustatory	0	0
10551	taste	0	0
10552	guttural	0	0
10552	throat	0	0
10553	gynecic	0	0
10553	woman	0	0
10554	hair	0	0
10554	pilar	0	0
10554	pilary	0	0
10555	halcinonide	0	4
10555	Halog	0	4
10556	haldol	0	4
10556	haloperidol	0	4
10557	haldrone	0	4
10557	paramethasone acetate	0	4
10558	hallucinogenetic	0	1
10558	hallucinogenic	0	1
10559	haloprogin	0	4
10559	Halotex	0	4
10561	hand	0	0
10561	manual	0	0
10562	harden	0	5
10562	sclerose	0	5
10564	heat	0	0
10564	thermal	0	0
10564	thermic	0	0
10565	hedonic	0	0
10565	pleasure	0	0
10566	helminthous	0	0
10566	verminal	0	0
10566	worm	0	0
10567	hemafacient	0	1
10567	hematopoietic	0	1
10567	hemopoietic	0	1
10567	sanguifacient	0	1
10567	sanguinopoietic	0	1
10568	hemangioendotheliosarcoma	0	4
10568	hemangiosarcoma	0	4
10571	hematolysis	0	4
10571	hemolysis	0	4
10573	hemiamaurosis	0	4
10573	hemianopia	0	4
10574	hemiparalysis	0	4
10574	hemiplegia	0	4
10576	hemochromatosis	0	4
10576	iron storage disease	0	4
10577	hemorrhage	0	4
10577	staxis	0	4
10579	hemorrhoidal	0	1
10579	mariscal	0	1
10580	hemostatic	0	1
10580	hemostyptic	0	1
10581	heparin sodium	0	4
10581	lipohepin	0	4
10581	Lipo-Hepin	0	4
10581	Panheprin	0	4
10582	hepatic	0	2
10582	liver	0	2
10583	hepatic capsulitis	0	4
10583	parahepatitis	0	4
10583	perihepatitis	0	4
10584	HC	3	0
10584	hepatocellular	0	0
10584	liver cell	0	0
10587	heredoluetic	0	0
10587	lues	0	0
10587	syphilis	0	0
10588	hetacillin	0	4
10588	Versapen	0	4
10589	heterosis	0	4
10589	hybrid vigor	0	4
10590	heterotopia	0	4
10590	heterotopy	0	4
10591	heterotransplant	0	4
10591	xenograft	0	4
10592	heterozygotic	0	1
10592	heterozygous	0	1
10593	hexabetalin	0	4
10593	Hexa-Betalin	0	4
10593	hexavibex	0	4
10593	pyridoxine hydrochloride	0	4
10598	hexetidine	0	4
10598	Sterisil	0	4
10599	hexocyclium methylsulfate	0	4
10599	Tral	0	4
10600	hexylresorcinol	0	4
10600	s t 37	0	4
10600	S. T. 37	0	4
10601	hiccup	0	4
10601	singultus	0	4
10602	hidrotic	0	0
10602	sweating	0	0
10603	hiemal	0	0
10603	winter	0	0
10604	hiprex	0	4
10604	methenamine hippurate	0	4
10604	Urex	0	4
10605	histadyl	0	4
10605	methapyrilene	0	4
10605	Semikon	0	4
10605	Thenylene	0	4
10606	histic	0	0
10606	histionic	0	0
10606	tissue	0	0
10608	homapin	0	4
10608	homatropine methylbromide	0	4
10608	Malcotran	0	4
10608	Mesopin	0	4
10609	hominal	0	0
10609	human being	0	0
10609	man	0	0
10611	homogenic	0	1
10611	homozygous	0	1
10612	homotet	0	4
10612	Homo-Tet	0	4
10612	hutet	0	4
10612	Hu-Tet	0	4
10612	hypertet	0	4
10612	Hyper-Tet	0	4
10612	tetanus immune human globulin	0	4
10613	homotonic	0	1
10613	isotonic	0	1
10614	hoose	0	4
10614	husk	0	4
10614	parasitic bronchitis	0	4
10614	verminous bronchitis	0	4
10616	hospital	0	0
10616	nosocomial	0	0
10617	human plasma protein fraction	0	4
10617	Plasmanate	0	4
10618	humatin	0	4
10618	paromomycin sulfate	0	4
10619	hyal	0	1
10619	hyoid	0	1
10622	hyclate	0	4
10622	monohydrochloride hemiethanolate hemihydrate	0	4
10623	hydramnios	0	4
10623	polyhydramnios	0	4
10624	hydrase	0	4
10624	hydratase	0	4
10625	HU	3	4
10625	hydrea	0	4
10625	hydroxyurea	0	4
10626	hydrencephalus	0	4
10626	hydrencephaly	0	4
10626	hydrocephalus	0	4
10627	hydrocortamate	0	4
10627	Magnacort	0	4
10628	hydrocortisone sodium succinate	0	4
10628	solucortef	0	4
10628	Solu-Cortef	0	4
10629	hydroflumethiazide	0	4
10629	Saluron	0	4
10630	hydrogenate	0	5
10630	hydrogenize	0	5
10631	hydromox	0	4
10631	quinethazone	0	4
10632	hydronol	0	4
10632	isosorbide	0	4
10633	hydrophilic	0	1
10633	hydrophilous	0	1
10634	hydrophobic	0	0
10634	rabies	0	0
10635	hydrothorax	0	4
10635	serothorax	0	4
10636	hydroxyamphetamine hydrobromide	0	4
10636	Paredrine	0	4
10637	hydroxychloroquine sulfate	0	4
10637	Plaquenil	0	4
10639	hydroxytetracycline	0	4
10639	OTC	3	4
10639	oxytetracycline	0	4
10639	Terramycin	0	4
10640	hydroxyzine	0	4
10640	Vistaril	0	4
10641	hygric	0	0
10641	moisture	0	0
10643	hyoscine	0	4
10643	scopolamine	0	4
10644	hypalgesia	0	4
10644	hypalgia	0	4
10645	hyperalgesia	0	4
10645	hyperalgia	0	4
10647	hypercapnia	0	4
10647	hypercarbia	0	4
10648	hyperdiploid	0	1
10648	polyploid	0	1
10649	hyperdiploidy	0	4
10649	polyploidy	0	4
10650	hyperkinesia	0	4
10650	hyperkinesis	0	4
10651	hyperoxaluria	0	4
10651	oxaluria	0	4
10652	hypersplenia	0	4
10652	hypersplenism	0	4
10653	hypertussis	0	4
10653	pertussis immune human globulin	0	4
10654	hypnic	0	0
10654	sleep	0	0
10655	hypodermatic	0	1
10655	hypodermic	0	1
10656	hypokalemia	0	4
10656	hypopotassemia	0	4
10657	hypokalemic	0	1
10657	hypopotassemic	0	1
10659	hyzyd	0	4
10659	inh	0	4
10659	isoniazid	0	4
10659	Niconyl	0	4
10659	Nicozide	0	4
10659	Nydrazid	0	4
10659	Rimifon	0	4
10660	ibuprofen	0	4
10660	Motrin	0	4
10661	ichthammol	0	4
10661	Ichthyol	0	4
10662	ictal	0	0
10662	stroke	0	0
10663	idiocratic	0	1
10663	idiosyncratic	0	1
10664	iletin	0	4
10664	insulin	0	4
10665	imipramine hydrochloride	0	4
10665	Presamine	0	4
10665	Tofranil	0	4
10666	immug	0	4
10666	Immu-G	0	4
10666	immune globulin	0	4
10667	immunodepression	0	4
10667	immunosuppression	0	4
10668	immunosuppressant	0	0
10668	immunosuppressive	0	0
10669	imodium	0	4
10669	loperamide hydrochloride	0	4
10671	inclinatio	0	4
10671	inclination	0	4
10671	incline	0	4
10672	indent	0	5
10672	pit	0	5
10673	inderal	0	4
10673	propranolol hydrochloride	0	4
10674	indocin	0	4
10674	indomethacin	0	4
10676	infectious bulbar paralysis	0	4
10676	pseudorabies	0	4
10678	inflammatory	0	1
10678	phlogotic	0	1
10679	infrared	0	1
10679	IR	3	1
10679	ultrared	0	1
10679	ultra-red	0	1
10680	infrasonic	0	1
10680	subsonic	0	1
10682	injectio	0	4
10682	injection	0	4
10683	interatrial	0	1
10683	interauricular	0	1
10684	intercartilaginous	0	1
10684	interchondral	0	1
10685	intercerebral	0	1
10685	interhemicerebral	0	1
10685	interhemispheric	0	1
10686	intern	0	4
10686	interne	0	4
10687	intocostrin	0	4
10687	tubadil	0	4
10687	tubarine	0	4
10687	tubocurarine chloride	0	4
10688	intraosseous	0	1
10688	intraosteal	0	1
10689	intrarachidian	0	1
10689	intraspinal	0	1
10689	intravertebral	0	1
10690	introsusception	0	4
10690	intussusception	0	4
10691	inversine	0	4
10691	mecamylamine hydrochloride	0	4
10692	involute	0	5
10692	regress	0	5
10694	iodinated glycerol	0	4
10694	Organidin	0	4
10695	iodized oil	0	4
10695	Lipiodol	0	4
10696	ionamin	0	4
10696	phentermine	0	4
10697	ionic medication	0	4
10697	iontophoresis	0	4
10698	iopanoic acid	0	4
10698	Telepaque	0	4
10699	iophendylate	0	4
10699	Pantopaque	0	4
10700	iothiouracil	0	4
10700	Itrumil	0	4
10701	ipral	0	4
10701	probarbital	0	4
10702	iridescent virus	0	4
10702	iridovirus	0	4
10703	iron sorbitex	0	4
10703	Jectofer	0	4
10704	isocarboxazid	0	4
10704	Marplan	0	4
10707	isogeneic	0	1
10707	syngeneic	0	1
10708	isograft	0	4
10708	isotransplant	0	4
10709	isometheptene	0	4
10709	Octin	0	4
10710	isopaque	0	4
10710	metrizoate sodium	0	4
10711	isophrin	0	4
10711	neosynephrine	0	4
10711	Neo-Synephrine	0	4
10711	phenylephrine hydrochloride	0	4
10712	ISDN	3	4
10712	isordil	0	4
10712	isosorbide dinitrate	0	4
10712	Sorbitrate	0	4
10713	isoxsuprine hydrochloride	0	4
10713	Vasodilan	0	4
10715	kanamycin	0	4
10715	Kantrex	0	4
10716	kaochlor	0	4
10716	kay ciel	0	4
10716	KCl	3	4
10716	potassium chloride	0	4
10717	kaon	0	4
10717	potassium gluconate	0	4
10718	kappadione	0	4
10718	menadiol sodium diphosphate	0	4
10718	Synkayvite	0	4
10719	kayexalate	0	4
10719	sodium polystyrene sulfonate	0	4
10720	kemadrin	0	4
10720	procyclidine hydrochloride	0	4
10721	kenacort	0	4
10721	triamcinolone	0	4
10722	kernicterus	0	4
10722	nuclear jaundice	0	4
10723	ketaject	0	4
10723	ketalar	0	4
10723	ketamine hydrochloride	0	4
10724	kidney	0	2
10724	nephric	0	2
10724	nephritic	0	2
10724	renal	0	2
10725	kinase	0	4
10725	phosphokinase	0	4
10727	kinesthesia	0	4
10727	kinesthesis	0	4
10728	kinetic	0	0
10728	motion	0	0
10731	knead	0	5
10731	malaxate	0	5
10732	kuru	0	4
10732	laughing disease	0	4
10733	kutrol	0	4
10733	urogastrone	0	4
10734	kwell	0	4
10734	lindane	0	4
10736	labial	0	0
10736	lip	0	0
10737	lacrimal	0	0
10737	tear	0	0
10738	lacus	0	4
10738	lake	0	4
10740	lana	0	4
10740	wool	0	4
10741	largon	0	4
10741	propiomazine hydrochloride	0	4
10742	lavema	0	4
10742	oxyphenisatin	0	4
10743	lazar	0	0
10743	leprosy	0	0
10745	lecithin	0	4
10745	PC	3	4
10745	phosphatidyl choline	0	4
10745	phosphatidylcholine	0	4
10746	left	0	0
10746	sinistral	0	0
10747	lenetran	0	4
10747	mephenoxalone	0	4
10748	lepidic	0	0
10748	scale	0	0
10749	letter	0	4
10749	levoid	0	4
10749	levothyroxine sodium	0	4
10749	Synthroid	0	4
10750	leucitis	0	4
10750	scleritis	0	4
10750	sclerotitis	0	4
10752	leukokeratosis	0	4
10752	leukoplakia	0	4
10754	levodromoran	0	4
10754	Levo-Dromoran	0	4
10754	levorphanol tartrate	0	4
10755	levogyral	0	1
10755	levorotatory	0	1
10756	levomepromazine	0	4
10756	levoprome	0	4
10756	methotrimeprazine	0	4
10757	levonordefrin	0	4
10757	neocobefrin	0	4
10757	Neo-Cobefrin	0	4
10758	levophed	0	4
10758	norepinephrine bitartrate	0	4
10760	louse	0	0
10760	pedicular	0	0
10761	lidamantle	0	4
10761	Lida-Mantle	0	4
10761	lidocaine	0	4
10761	lignocaine	0	4
10761	Xylocaine	0	4
10762	lienal	0	0
10762	spleen	0	0
10763	lienitis	0	4
10763	splenitis	0	4
10765	light	0	0
10765	photic	0	0
10765	photoesthetic	0	0
10766	liminal	0	0
10766	threshold	0	0
10767	linbic	0	0
10767	margin	0	0
10768	lincocin	0	4
10768	lincomycin hydrochloride	0	4
10769	liotrix	0	4
10769	Thyrolar	0	4
10770	lipoclastic	0	1
10770	lipolytic	0	1
10771	lipogenic	0	1
10771	steatogenous	0	1
10772	lipoid thesaurismosis	0	4
10772	lipoidosis	0	4
10773	lipoxidase	0	4
10773	lipoxygenase	0	4
10774	liquaemin	0	4
10774	sodium heparin	0	4
10775	liquamar	0	4
10775	phenprocoumon	0	4
10776	litholapaxy	0	4
10776	lithotripsy	0	4
10777	live oral poliovirus vaccine	0	4
10777	OPV	3	4
10777	Orimune	0	4
10778	local intracutaneous edema	0	4
10778	urticaria	0	4
10779	lopressor	0	4
10779	metoprolol tartrate	0	4
10780	lotioblanc	0	4
10780	white lotion	0	4
10781	lotusate	0	4
10781	talbutal	0	4
10782	loxaprine succinate	0	4
10782	Loxitane	0	4
10783	luetic	0	1
10783	syphilitic	0	1
10783	syphilous	0	1
10784	lumbago	0	4
10784	lumbar myalgia	0	4
10786	lung	0	2
10786	pneumal	0	2
10786	pneumonic	0	2
10786	pulmonal	0	2
10786	pulmonary	0	2
10786	pulmonic	0	2
10787	luride	0	4
10787	NaF	3	4
10787	pediaflor	0	4
10787	sodium fluoride	0	4
10788	lutrexin	0	4
10788	lututrin	0	4
10789	lymphangiectasia	0	4
10789	lymphangiectasis	0	4
10791	LSD	3	4
10791	lysergic acid diethylamide	0	4
10791	lysergide	0	4
10792	lysodren	0	4
10792	mitotane	0	4
10793	lysogenicity	0	4
10793	lysogeny	0	4
10794	lysozyme	0	4
10794	muramidase	0	4
10795	mafenide	0	4
10795	Sulfamylon	0	4
10796	magaldrate	0	4
10796	Riopan	0	4
10797	magan	0	4
10797	magnesium salicylate	0	4
10798	maize	0	0
10798	zeistic	0	0
10799	malaria	0	4
10799	malarial fever	0	4
10799	paludal fever	0	4
10800	malignant synovioma	0	4
10800	synovial sarcoma	0	4
10800	synoviosarcoma	0	4
10801	mamilla	0	4
10801	mammilla	0	4
10802	mamillary	0	0
10802	nipple	0	0
10802	papillary	0	0
10803	mammalgia	0	4
10803	mastalgia	0	4
10804	mammitis	0	4
10804	mastitis	0	4
10805	mandelamine	0	4
10805	methenamine mandelate	0	4
10806	mandrake root	0	4
10806	podophyllum	0	4
10807	mannitol	0	4
10807	Osmitrol	0	4
10808	mannitol hexanitrate	0	4
10808	Maxitate	0	4
10809	marantic	0	1
10809	marasmic	0	1
10810	marrow	0	0
10810	medullary	0	0
10811	marsh	0	0
10811	paludal	0	0
10811	palustral	0	0
10812	mater	0	0
10812	maternal	0	0
10812	mother	0	0
10813	matulane	0	4
10813	procarbazine hydrochloride	0	4
10815	matutinal	0	0
10815	morning	0	0
10816	maxilla	0	4
10816	upper jaw	0	4
10818	mazindol	0	4
10818	Sanorex	0	4
10819	meal	0	0
10819	prandial	0	0
10820	mebaral	0	4
10820	mephobarbital	0	4
10821	mechlorethamine hydrochloride	0	4
10821	Mustargen	0	4
10822	medial	0	0
10822	middle	0	0
10823	medial necrosis	0	4
10823	medionecrosis	0	4
10824	mediastinal emphysema	0	4
10824	pneumomediastinum	0	4
10825	medicus	0	4
10825	physician	0	4
10826	mediocarpal	0	1
10826	mesocarpal	0	1
10826	midcarpal	0	1
10828	medrol	0	4
10828	methylprednisolone	0	4
10829	medullated	0	1
10829	myelinated	0	1
10831	mefenamic acid	0	4
10831	Ponstel	0	4
10832	megace	0	4
10832	megestrol acetate	0	4
10835	melitose	0	4
10835	melitriose	0	4
10835	raffinose	0	4
10836	mellaril	0	4
10836	thioridazine hydrochloride	0	4
10837	memory	0	0
10837	mnemic	0	0
10837	mnemonic	0	0
10838	meningism	0	4
10838	meningismus	0	4
10839	mensual	0	1
10839	monthly	0	1
10840	mental	0	0
10840	mind	0	0
10840	phrenic	0	0
10840	psychic	0	0
10841	mental healing	0	4
10841	psychotherapy	0	4
10843	mepazine	0	4
10843	Pacatal	0	4
10844	mephentermine	0	4
10844	Wyamine	0	4
10845	mephenytoin	0	4
10845	Mesantoin	0	4
10847	meralluride	0	4
10847	Mercuhydrin	0	4
10848	merbromin	0	4
10848	Mercurochrome	0	4
10849	mercaptomerin sodium	0	4
10849	Thiomerin	0	4
10850	mercaptopurine	0	4
10850	Purinethol	0	4
10851	mercuramide	0	4
10851	mersalyl	0	4
10851	Salyrgan	0	4
10852	mercurophylline	0	4
10852	Mercuzanthin	0	4
10854	merthiolate	0	4
10854	thimerosal	0	4
10854	thiomersalate	0	4
10855	mesaraic	0	1
10855	mesenteric	0	1
10857	mesencephalon	0	4
10857	midbrain	0	4
10859	mesoridazine besylate	0	4
10859	Serentil	0	4
10860	mesotarsal	0	1
10860	midtarsal	0	1
10861	mestinon	0	4
10861	pyridostigmine bromide	0	4
10862	mesylate	0	4
10862	methanesulfonate	0	4
10863	metahydrin	0	4
10863	naqua	0	4
10863	trichlormethiazide	0	4
10864	metamine	0	4
10864	trolnitrate phosphate	0	4
10865	metamucil	0	4
10865	psyllium hydrophilic mucilloid	0	4
10866	metandren	0	4
10866	methyltestosterone	0	4
10868	metaphen	0	4
10868	nitromersol	0	4
10869	metaxalone	0	4
10869	Skelaxin	0	4
10870	metepencephalon	0	4
10870	myelencephalon	0	4
10871	methacycline hydrochloride	0	4
10871	Rondomycin	0	4
10872	methallenestril	0	4
10872	Vallestril	0	4
10873	methandriol	0	4
10873	Stenediol	0	4
10874	methanol	0	4
10874	methyl alcohol	0	4
10874	wood alcohol	0	4
10875	methaqualone	0	4
10875	Quaalude	0	4
10876	methaqualone hydrochloride	0	4
10876	Parest	0	4
10877	methazolamine	0	4
10877	Neptazane	0	4
10878	methdilazine	0	4
10878	Tacaryl	0	4
10879	methergine	0	4
10879	methylergonovine maleate	0	4
10880	methimazole	0	4
10880	Tapazole	0	4
10880	thiamazole	0	4
10883	methocarbamol	0	4
10883	Robaxin	0	4
10884	methoxamine hydrochloride	0	4
10884	Vasoxyl	0	4
10885	methoxyflurane	0	4
10885	Penthrane	0	4
10886	methoxyphenamine	0	4
10886	Orthoxine	0	4
10887	methscopolamine bromide	0	4
10887	Pamine	0	4
10889	methylphenidate hydrochloride	0	4
10889	Ritalin	0	4
10890	methyprylon	0	4
10890	Noludar	0	4
10891	methysergide maleate	0	4
10891	Sansert	0	4
10892	metocurine iodide	0	4
10892	Metubine	0	4
10893	metolazone	0	4
10893	Zaroxolyn	0	4
10894	metopirone	0	4
10894	metyrapone	0	4
10895	metrazol	0	4
10895	pentylenetetrazol	0	4
10896	metreton	0	4
10896	prednisolone sodium phosphate	0	4
10896	PSP	3	4
10897	metrifonate	0	4
10897	trichlorfon	0	4
10898	metropathic	0	0
10898	uterine disorder	0	0
10899	metycaine	0	4
10899	piperocaine	0	4
10900	micatin	0	4
10900	miconazole nitrate	0	4
10900	Monistat	0	4
10901	milontin	0	4
10901	phensuximide	0	4
10902	mimetic	0	1
10902	mimic	0	1
10903	minocin	0	4
10903	minocycline hydrochloride	0	4
10903	Vectrin	0	4
10904	mintezol	0	4
10904	thiabendazole	0	4
10905	mithracin	0	4
10905	mithramycin	0	4
10905	MTH	3	4
10906	mitigate	0	5
10906	moderate	0	5
10907	mitomycin	0	4
10907	Mutamycin	0	4
10908	moban	0	4
10908	molindone hydrochloride	0	4
10909	moderil	0	4
10909	rescinnamine	0	4
